id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,categoria_producto,cantidad,precio_unitario,monto_descuento,monto_total,cantidad_winsor
order_11126,user_4172,2025-06-15,Mexico,mobile,paid_search,Blender-XL-Red,Hogar,2,350.71,0.0,701.42,2
order_11127,user_7776,2025-01-09,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,2,371.37,15.0,727.74,2
order_11128,user_4111,2025-04-21,Mexico,desktop,organic,Tablet-Standard-64GB,Electronica,2,447.7,0.0,895.4,2
order_11129,user_6878,2025-02-15,Argentina,desktop,organic,Sneakers-Urban-42,Moda,1,225.11,10.0,215.11,1
order_11130,user_2354,2025-03-22,Argentina,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,461.33,5.0,917.66,2
order_11131,user_3028,2025-01-26,Colombia,desktop,organic,Tablet-Standard-64GB,Electronica,2,353.29,15.0,691.58,2
order_11132,user_6501,2025-06-30,Mexico,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,85.7,5.0,166.4,2
order_11133,user_4293,2025-04-04,Mexico,mobile,paid_search,Jacket-Winter-M,Moda,2,348.96,5.0,692.92,2
order_11134,user_5452,2025-03-02,Argentina,mobile,social,Blender-XL-Red,Hogar,1,89.14,10.0,79.14,1
order_11135,user_2751,2025-05-30,Colombia,mobile,organic,Jacket-Winter-M,Moda,2,429.96,10.0,849.92,2
order_11136,user_5294,2025-04-13,Colombia,desktop,organic,Phone-Pro-128GB,Electronica,1,129.14,0.0,129.14,1
order_11137,user_4104,2025-04-01,Colombia,mobile,paid_search,Jacket-Winter-M,Moda,1,454.44,15.0,439.44,1
order_11138,user_4618,2025-04-20,Argentina,mobile,paid_search,Laptop-Gaming-16GB,Electronica,1,359.13,0.0,359.13,1
order_11139,user_3001,2025-03-03,Colombia,desktop,organic,Blender-XL-Red,Hogar,2,233.15,0.0,466.3,2
order_11140,user_2018,2025-06-22,Argentina,mobile,paid_search,Jacket-Winter-M,Moda,1,409.24,0.0,409.24,1
order_11141,user_2457,2025-06-30,Colombia,desktop,organic,Tablet-Standard-64GB,Electronica,2,327.2,0.0,654.4,2
order_11142,user_2496,2025-04-15,Colombia,mobile,organic,Sneakers-Urban-42,Moda,1,377.05,0.0,377.05,1
order_11143,user_5690,2025-01-15,Argentina,desktop,organic,Phone-Pro-128GB,Electronica,1,45.15,0.0,45.15,1
order_11144,user_4229,2025-02-04,Colombia,desktop,social,Blender-XL-Red,Hogar,2,184.78,5.0,364.56,2
order_11145,user_3179,2025-02-24,Colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,370.71,0.0,370.71,1
order_11146,user_1887,2025-01-22,Argentina,mobile,paid_search,Laptop-Gaming-16GB,Electronica,2,312.83,5.0,620.66,2
order_11147,user_7294,2025-03-01,Argentina,mobile,organic,Phone-Pro-128GB,Electronica,2,353.18,0.0,706.36,2
order_11148,user_7599,2025-01-28,Argentina,mobile,organic,Tablet-Standard-64GB,Electronica,1,130.62,0.0,130.62,1
order_11149,user_2568,2025-06-06,Argentina,desktop,organic,Tablet-Standard-64GB,Electronica,2,331.51,0.0,663.02,2
order_11150,user_7880,2025-03-11,Mexico,mobile,social,Blender-XL-Red,Hogar,1,303.93,0.0,303.93,1
order_11151,user_4635,2025-06-04,Colombia,desktop,social,Phone-Pro-128GB,Electronica,1,21.48,0.0,21.48,1
order_11152,user_2774,2025-03-21,Colombia,mobile,paid_search,Jacket-Winter-M,Moda,1,434.23,0.0,434.23,1
order_11153,user_6553,2025-06-12,Argentina,desktop,paid_search,Jacket-Winter-M,Moda,2,434.43,0.0,868.86,2
order_11154,user_7459,2025-06-07,Mexico,mobile,paid_search,Jacket-Winter-M,Moda,1,494.5,5.0,489.5,1
order_11155,user_5147,2025-04-14,Colombia,desktop,social,Phone-Pro-128GB,Electronica,1,489.48,0.0,489.48,1
order_11156,user_7426,2025-02-27,Mexico,desktop,social,Vacuum-Pro-Black,Hogar,1,169.04,5.0,164.04,1
order_11157,user_7028,2025-05-26,Argentina,desktop,organic,Vacuum-Pro-Black,Hogar,1,473.55,0.0,473.55,1
order_11158,user_1708,2025-01-17,Argentina,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,151.75,10.0,293.5,2
order_11159,user_2872,2025-03-10,Colombia,desktop,social,Laptop-Gaming-16GB,Electronica,2,245.92,0.0,491.84,2
order_11160,user_532,2025-01-06,Mexico,mobile,social,Phone-Pro-128GB,Electronica,2,48.46,0.0,96.92,2
order_11161,user_4868,2025-06-20,Argentina,desktop,organic,Laptop-Gaming-16GB,Electronica,2,49.11,5.0,93.22,2
order_11162,user_3021,2025-01-14,Mexico,desktop,organic,Blender-XL-Red,Hogar,1,143.82,0.0,143.82,1
order_11163,user_3437,2025-06-22,Mexico,mobile,paid_search,Blender-XL-Red,Hogar,2,423.4,0.0,846.8,2
order_11164,user_7849,2025-04-04,Argentina,mobile,paid_search,Jacket-Winter-M,Moda,1,393.16,15.0,378.16,1
order_11165,user_6956,2025-04-22,Mexico,desktop,paid_search,Blender-XL-Red,Hogar,2,50.02,0.0,100.04,2
order_11166,user_2921,2025-05-24,Colombia,desktop,social,Tablet-Standard-64GB,Electronica,1,480.1,0.0,480.1,1
order_11167,user_404,2025-04-10,Mexico,mobile,paid_search,Sneakers-Urban-42,Moda,1,124.47,0.0,124.47,1
order_11168,user_6197,2025-05-12,Colombia,mobile,organic,Blender-XL-Red,Hogar,1,402.78,0.0,402.78,1
order_11169,user_2795,2025-03-29,Argentina,desktop,social,Blender-XL-Red,Hogar,1,245.16,0.0,245.16,1
order_11170,user_694,2025-06-21,Colombia,desktop,organic,Jacket-Winter-M,Moda,2,499.11,0.0,998.22,2
order_11171,user_6262,2025-05-01,Argentina,mobile,organic,Jacket-Winter-M,Moda,2,272.57,0.0,545.14,2
order_11172,user_730,2025-03-09,Colombia,desktop,social,Jacket-Winter-M,Moda,2,348.39,10.0,686.78,2
order_11173,user_7656,2025-01-18,Colombia,desktop,organic,Jacket-Winter-M,Moda,1,312.48,15.0,297.48,1
order_11174,user_4095,2025-05-10,Argentina,desktop,social,Blender-XL-Red,Hogar,2,407.68,0.0,815.36,2
order_11175,user_35,2025-05-14,Mexico,desktop,social,Jacket-Winter-M,Moda,1,479.52,0.0,479.52,1
order_11176,user_7668,2025-05-30,Mexico,mobile,paid_search,Sneakers-Urban-42,Moda,1,76.59,10.0,66.59,1
order_11177,user_5660,2025-02-02,Mexico,mobile,social,Vacuum-Pro-Black,Hogar,2,77.71,15.0,140.42,2
order_11178,user_1389,2025-02-20,Mexico,mobile,organic,Phone-Pro-128GB,Electronica,1,99.31,0.0,99.31,1
order_11179,user_3203,2025-02-12,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,2,235.04,0.0,470.08,2
order_11180,user_7360,2025-06-10,Argentina,mobile,social,Tablet-Standard-64GB,Electronica,1,50.1,0.0,50.1,1
order_11181,user_5712,2025-03-24,Argentina,desktop,organic,Blender-XL-Red,Hogar,2,291.7,0.0,583.4,2
order_11182,user_4913,2025-04-07,Colombia,desktop,social,Vacuum-Pro-Black,Hogar,2,37.01,0.0,74.02,2
order_11183,user_343,2025-01-28,Argentina,mobile,paid_search,Blender-XL-Red,Hogar,2,227.69,15.0,440.38,2
order_11184,user_7995,2025-06-14,Argentina,mobile,paid_search,Blender-XL-Red,Hogar,2,88.7,10.0,167.4,2
order_11185,user_5295,2025-02-07,Mexico,mobile,organic,Laptop-Gaming-16GB,Electronica,1,145.95,0.0,145.95,1
order_11186,user_3094,2025-06-08,Colombia,desktop,organic,Laptop-Gaming-16GB,Electronica,1,189.4,5.0,184.4,1
order_11187,user_3137,2025-04-11,Mexico,desktop,social,Tablet-Standard-64GB,Electronica,1,126.49,0.0,126.49,1
order_11188,user_5454,2025-03-23,Colombia,desktop,organic,Phone-Pro-128GB,Electronica,1,349.49,0.0,349.49,1
order_11189,user_6301,2025-03-09,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,1,85.67,10.0,75.67,1
order_11190,user_2034,2025-03-11,Colombia,mobile,social,Laptop-Gaming-16GB,Electronica,1,493.44,10.0,483.44,1
order_11191,user_6733,2025-04-06,Mexico,mobile,organic,Laptop-Gaming-16GB,Electronica,1,243.21,0.0,243.21,1
order_11192,user_2649,2025-02-16,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,346.67,5.0,688.34,2
order_11193,user_7590,2025-03-23,Colombia,mobile,organic,Laptop-Gaming-16GB,Electronica,2,76.15,0.0,152.3,2
order_11194,user_2489,2025-01-20,Mexico,desktop,paid_search,Jacket-Winter-M,Moda,2,323.73,0.0,647.46,2
order_11195,user_1033,2025-01-25,Colombia,mobile,social,Vacuum-Pro-Black,Hogar,2,313.02,10.0,616.04,2
order_11196,user_3846,2025-06-26,Argentina,mobile,social,Sneakers-Urban-42,Moda,2,349.89,5.0,694.78,2
order_11197,user_3704,2025-06-28,Colombia,mobile,paid_search,Jacket-Winter-M,Moda,2,94.8,0.0,189.6,2
order_11198,user_1810,2025-02-24,Colombia,desktop,social,Jacket-Winter-M,Moda,2,463.32,0.0,926.64,2
order_11199,user_5787,2025-04-26,Argentina,desktop,paid_search,Jacket-Winter-M,Moda,2,57.87,10.0,105.74,2
order_11200,user_5056,2025-01-05,Mexico,desktop,paid_search,Laptop-Gaming-16GB,Electronica,1,422.61,15.0,407.61,1
order_11201,user_1658,2025-02-06,Mexico,desktop,social,Jacket-Winter-M,Moda,2,180.61,10.0,351.22,2
order_11202,user_2106,2025-05-22,Mexico,mobile,social,Jacket-Winter-M,Moda,2,225.23,5.0,445.46,2
order_11203,user_3131,2025-06-14,Argentina,mobile,social,Tablet-Standard-64GB,Electronica,1,174.19,0.0,174.19,1
order_11204,user_4311,2025-06-26,Argentina,desktop,organic,Tablet-Standard-64GB,Electronica,2,51.74,0.0,103.48,2
order_11205,user_3589,2025-04-24,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,2,292.24,5.0,579.48,2
order_11206,user_1186,2025-04-20,Colombia,mobile,social,Laptop-Gaming-16GB,Electronica,1,462.7,0.0,462.7,1
order_11207,user_7832,2025-01-26,Colombia,mobile,organic,Vacuum-Pro-Black,Hogar,2,405.9,5.0,806.8,2
order_11208,user_2,2025-03-13,Argentina,mobile,paid_search,Jacket-Winter-M,Moda,2,262.82,0.0,525.64,2
order_11209,user_411,2025-01-21,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,2,48.0,0.0,96.0,2
order_11210,user_3416,2025-06-21,Colombia,mobile,social,Sneakers-Urban-42,Moda,2,153.65,0.0,307.3,2
order_11211,user_2766,2025-01-08,Argentina,desktop,social,Blender-XL-Red,Hogar,1,324.81,5.0,319.81,1
order_11212,user_2330,2025-03-08,Mexico,desktop,social,Tablet-Standard-64GB,Electronica,2,275.06,0.0,550.12,2
order_11213,user_7950,2025-03-04,Colombia,mobile,paid_search,Sneakers-Urban-42,Moda,2,49.88,0.0,99.76,2
order_11214,user_7234,2025-03-24,Colombia,mobile,paid_search,Sneakers-Urban-42,Moda,1,411.59,0.0,411.59,1
order_11215,user_7872,2025-01-16,Mexico,desktop,social,Vacuum-Pro-Black,Hogar,2,100.3,0.0,200.6,2
order_11216,user_19,2025-01-29,Colombia,mobile,paid_search,Tablet-Standard-64GB,Electronica,1,379.14,0.0,379.14,1
order_11217,user_2944,2025-02-13,Mexico,desktop,social,Jacket-Winter-M,Moda,2,285.65,10.0,561.3,2
order_11218,user_1812,2025-04-10,Mexico,desktop,organic,Sneakers-Urban-42,Moda,1,480.33,0.0,480.33,1
order_11219,user_7613,2025-01-01,Argentina,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,172.32,0.0,344.64,2
order_11220,user_3626,2025-04-12,Mexico,mobile,paid_search,Blender-XL-Red,Hogar,1,26.45,15.0,11.45,1
order_11221,user_2285,2025-04-30,Argentina,mobile,social,Jacket-Winter-M,Moda,2,159.5,0.0,319.0,2
order_11222,user_1906,2025-01-12,Mexico,mobile,social,Tablet-Standard-64GB,Electronica,1,344.8,15.0,329.8,1
order_11223,user_6706,2025-01-03,Colombia,desktop,paid_search,Laptop-Gaming-16GB,Electronica,1,452.5,5.0,447.5,1
order_11224,user_597,2025-06-19,Colombia,mobile,paid_search,Blender-XL-Red,Hogar,2,379.92,5.0,754.84,2
order_11225,user_3996,2025-04-22,Colombia,desktop,organic,Laptop-Gaming-16GB,Electronica,1,438.23,0.0,438.23,1
order_11226,user_5808,2025-05-20,Mexico,mobile,organic,Sneakers-Urban-42,Moda,1,172.66,10.0,162.66,1
order_11227,user_109,2025-04-30,Colombia,mobile,social,Vacuum-Pro-Black,Hogar,1,216.94,0.0,216.94,1
order_11228,user_3063,2025-06-04,Colombia,mobile,paid_search,Jacket-Winter-M,Moda,1,388.59,15.0,373.59,1
order_11229,user_1752,2025-05-04,Mexico,desktop,paid_search,Phone-Pro-128GB,Electronica,2,422.17,10.0,834.34,2
order_11230,user_333,2025-05-04,Argentina,mobile,organic,Blender-XL-Red,Hogar,1,468.51,0.0,468.51,1
order_11231,user_7990,2025-01-17,Argentina,mobile,social,Vacuum-Pro-Black,Hogar,2,145.59,5.0,286.18,2
order_11232,user_7036,2025-02-17,Mexico,desktop,organic,Blender-XL-Red,Hogar,1,345.25,0.0,345.25,1
order_11233,user_4127,2025-05-08,Argentina,desktop,paid_search,Sneakers-Urban-42,Moda,1,21.81,0.0,21.81,1
order_11234,user_961,2025-03-14,Colombia,desktop,social,Tablet-Standard-64GB,Electronica,1,24.84,5.0,19.84,1
order_11235,user_2426,2025-05-13,Colombia,desktop,social,Tablet-Standard-64GB,Electronica,2,426.79,10.0,843.58,2
order_11236,user_6347,2025-01-13,Colombia,desktop,paid_search,Sneakers-Urban-42,Moda,2,485.06,0.0,970.12,2
order_11237,user_5575,2025-01-27,Argentina,mobile,social,Blender-XL-Red,Hogar,2,177.82,0.0,355.64,2
order_11238,user_4221,2025-05-28,Colombia,desktop,paid_search,Jacket-Winter-M,Moda,2,177.75,15.0,340.5,2
order_11239,user_1476,2025-02-27,Colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,401.38,0.0,401.38,1
order_11240,user_2064,2025-06-21,Argentina,mobile,organic,Sneakers-Urban-42,Moda,2,64.05,15.0,113.1,2
order_11241,user_7232,2025-03-18,Colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,257.57,0.0,257.57,1
order_11242,user_808,2025-04-13,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,458.6,0.0,917.2,2
order_11243,user_7920,2025-04-20,Mexico,desktop,paid_search,Laptop-Gaming-16GB,Electronica,2,498.78,10.0,987.56,2
order_11244,user_2830,2025-01-28,Colombia,desktop,organic,Tablet-Standard-64GB,Electronica,1,31.86,5.0,26.86,1
order_11245,user_5814,2025-01-22,Colombia,desktop,paid_search,Laptop-Gaming-16GB,Electronica,2,236.18,10.0,462.36,2
order_11246,user_4272,2025-03-24,Colombia,mobile,paid_search,Sneakers-Urban-42,Moda,1,218.92,0.0,218.92,1
order_11247,user_2300,2025-06-25,Colombia,desktop,social,Laptop-Gaming-16GB,Electronica,1,363.78,0.0,363.78,1
order_11248,user_667,2025-06-05,Colombia,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,237.76,0.0,237.76,1
order_11249,user_1314,2025-04-10,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,29.16,0.0,58.32,2
order_11250,user_2581,2025-03-06,Mexico,mobile,social,Sneakers-Urban-42,Moda,1,236.07,10.0,226.07,1
order_11251,user_6152,2025-05-26,Argentina,desktop,organic,Vacuum-Pro-Black,Hogar,1,234.12,5.0,229.12,1
order_11252,user_1085,2025-05-25,Argentina,desktop,organic,Laptop-Gaming-16GB,Electronica,1,232.08,15.0,217.08,1
order_11253,user_127,2025-05-05,Argentina,desktop,organic,Blender-XL-Red,Hogar,1,434.42,10.0,424.42,1
order_11254,user_2258,2025-02-28,Colombia,mobile,paid_search,Sneakers-Urban-42,Moda,1,184.49,10.0,174.49,1
order_11255,user_7389,2025-03-28,Argentina,desktop,social,Sneakers-Urban-42,Moda,2,498.1,5.0,991.2,2
order_11256,user_1113,2025-01-30,Argentina,mobile,social,Phone-Pro-128GB,Electronica,2,208.21,15.0,401.42,2
order_11257,user_2766,2025-06-02,Argentina,desktop,paid_search,Laptop-Gaming-16GB,Electronica,2,173.56,0.0,347.12,2
order_11258,user_935,2025-01-14,Argentina,mobile,paid_search,Vacuum-Pro-Black,Hogar,1,40.59,10.0,30.590000000000003,1
order_11259,user_4857,2025-01-18,Colombia,mobile,social,Tablet-Standard-64GB,Electronica,1,340.22,5.0,335.22,1
order_11260,user_6227,2025-04-06,Mexico,mobile,social,Blender-XL-Red,Hogar,2,240.26,10.0,470.52,2
order_11261,user_3422,2025-01-26,Argentina,mobile,organic,Blender-XL-Red,Hogar,2,252.97,15.0,490.94,2
order_11262,user_1531,2025-05-20,Argentina,desktop,organic,Jacket-Winter-M,Moda,1,223.77,10.0,213.77,1
order_11263,user_619,2025-04-11,Mexico,desktop,social,Phone-Pro-128GB,Electronica,1,117.47,15.0,102.47,1
order_11264,user_2020,2025-01-03,Mexico,mobile,organic,Sneakers-Urban-42,Moda,2,107.0,0.0,214.0,2
order_11265,user_60,2025-02-14,Colombia,desktop,organic,Sneakers-Urban-42,Moda,2,83.68,15.0,152.36,2
order_11266,user_1670,2025-03-27,Argentina,mobile,social,Sneakers-Urban-42,Moda,2,449.78,5.0,894.56,2
order_11267,user_4555,2025-01-18,Argentina,mobile,paid_search,Blender-XL-Red,Hogar,1,20.63,10.0,10.629999999999999,1
order_11268,user_1634,2025-06-13,Mexico,mobile,social,Laptop-Gaming-16GB,Electronica,2,467.79,10.0,925.58,2
order_11269,user_2835,2025-02-05,Mexico,desktop,paid_search,Phone-Pro-128GB,Electronica,1,411.67,0.0,411.67,1
order_11270,user_338,2025-03-29,Argentina,desktop,social,Laptop-Gaming-16GB,Electronica,1,404.96,10.0,394.96,1
order_11271,user_421,2025-04-13,Mexico,desktop,paid_search,Tablet-Standard-64GB,Electronica,2,20.67,15.0,26.340000000000003,2
order_11272,user_2138,2025-02-05,Argentina,desktop,paid_search,Jacket-Winter-M,Moda,2,293.06,0.0,586.12,2
order_11273,user_1573,2025-04-19,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,60.39,0.0,120.78,2
order_11274,user_7469,2025-01-07,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,2,305.13,0.0,610.26,2
order_11275,user_3639,2025-05-11,Colombia,mobile,organic,Blender-XL-Red,Hogar,1,50.91,5.0,45.91,1
order_11276,user_2927,2025-03-12,Argentina,desktop,paid_search,Phone-Pro-128GB,Electronica,2,431.32,10.0,852.64,2
order_11277,user_2710,2025-02-06,Mexico,mobile,paid_search,Tablet-Standard-64GB,Electronica,1,440.76,10.0,430.76,1
order_11278,user_588,2025-06-04,Mexico,desktop,organic,Laptop-Gaming-16GB,Electronica,2,30.75,0.0,61.5,2
order_11279,user_2271,2025-04-05,Mexico,mobile,social,Phone-Pro-128GB,Electronica,1,357.62,0.0,357.62,1
order_11280,user_3805,2025-05-09,Mexico,desktop,organic,Tablet-Standard-64GB,Electronica,1,205.41,0.0,205.41,1
order_11281,user_3715,2025-02-19,Argentina,mobile,organic,Jacket-Winter-M,Moda,2,242.88,0.0,485.76,2
order_11282,user_2858,2025-06-09,Colombia,desktop,organic,Blender-XL-Red,Hogar,1,321.29,15.0,306.29,1
order_11283,user_5312,2025-01-02,Argentina,mobile,paid_search,Laptop-Gaming-16GB,Electronica,1,169.71,15.0,154.71,1
order_11284,user_2583,2025-04-25,Colombia,desktop,paid_search,Phone-Pro-128GB,Electronica,1,264.31,0.0,264.31,1
order_11285,user_4117,2025-03-25,Mexico,desktop,social,Tablet-Standard-64GB,Electronica,2,121.86,10.0,233.72,2
order_11286,user_4507,2025-05-03,Argentina,desktop,organic,Laptop-Gaming-16GB,Electronica,2,478.57,10.0,947.14,2
order_11287,user_7705,2025-03-06,Argentina,desktop,organic,Blender-XL-Red,Hogar,2,66.4,15.0,117.80000000000001,2
order_11288,user_7327,2025-02-25,Colombia,desktop,paid_search,Jacket-Winter-M,Moda,1,415.02,0.0,415.02,1
order_11289,user_1049,2025-06-30,Colombia,mobile,paid_search,Blender-XL-Red,Hogar,1,344.63,5.0,339.63,1
order_11290,user_6376,2025-01-07,Argentina,desktop,paid_search,Jacket-Winter-M,Moda,1,27.89,0.0,27.89,1
order_11291,user_1705,2025-01-21,Colombia,desktop,social,Sneakers-Urban-42,Moda,2,169.99,10.0,329.98,2
order_11292,user_3255,2025-01-23,Argentina,mobile,social,Phone-Pro-128GB,Electronica,1,139.12,0.0,139.12,1
order_11293,user_516,2025-05-20,Mexico,desktop,organic,Sneakers-Urban-42,Moda,2,441.05,0.0,882.1,2
order_11294,user_7559,2025-01-23,Colombia,mobile,paid_search,Jacket-Winter-M,Moda,1,70.18,5.0,65.18,1
order_11295,user_3974,2025-04-05,Mexico,mobile,social,Blender-XL-Red,Hogar,2,293.4,10.0,576.8,2
order_11296,user_2336,2025-06-12,Colombia,desktop,organic,Phone-Pro-128GB,Electronica,2,161.82,10.0,313.64,2
order_11297,user_7015,2025-05-04,Colombia,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,493.42,0.0,986.84,2
order_11298,user_6049,2025-01-04,Colombia,desktop,organic,Laptop-Gaming-16GB,Electronica,1,299.54,5.0,294.54,1
order_11299,user_7392,2025-03-28,Colombia,desktop,paid_search,Jacket-Winter-M,Moda,2,318.9,0.0,637.8,2
order_11300,user_318,2025-06-04,Mexico,desktop,paid_search,Laptop-Gaming-16GB,Electronica,2,258.68,10.0,507.36,2
order_11301,user_3871,2025-05-07,Argentina,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,52.63,10.0,95.26,2
order_11302,user_2234,2025-01-21,Colombia,desktop,organic,Vacuum-Pro-Black,Hogar,1,151.86,0.0,151.86,1
order_11303,user_5241,2025-06-29,Argentina,mobile,social,Vacuum-Pro-Black,Hogar,1,110.48,0.0,110.48,1
order_11304,user_381,2025-01-09,Argentina,mobile,paid_search,Phone-Pro-128GB,Electronica,2,277.2,0.0,554.4,2
order_11305,user_12,2025-05-09,Mexico,mobile,social,Vacuum-Pro-Black,Hogar,1,353.76,10.0,343.76,1
order_11306,user_7162,2025-01-15,Argentina,mobile,organic,Phone-Pro-128GB,Electronica,1,209.78,0.0,209.78,1
order_11307,user_2988,2025-03-19,Mexico,mobile,organic,Jacket-Winter-M,Moda,1,487.94,0.0,487.94,1
order_11308,user_898,2025-03-06,Colombia,desktop,organic,Blender-XL-Red,Hogar,2,181.02,10.0,352.04,2
order_11309,user_4234,2025-06-28,Argentina,desktop,organic,Blender-XL-Red,Hogar,2,354.83,5.0,704.66,2
order_11310,user_5686,2025-03-26,Mexico,desktop,paid_search,Blender-XL-Red,Hogar,1,155.13,5.0,150.13,1
order_11311,user_4743,2025-04-11,Argentina,desktop,social,Sneakers-Urban-42,Moda,1,250.76,10.0,240.76,1
order_11312,user_5669,2025-03-01,Colombia,mobile,organic,Phone-Pro-128GB,Electronica,2,133.93,15.0,252.86,2
order_11313,user_2761,2025-06-11,Colombia,desktop,organic,Sneakers-Urban-42,Moda,1,121.29,10.0,111.29,1
order_11314,user_7804,2025-03-24,Mexico,mobile,social,Vacuum-Pro-Black,Hogar,1,171.6,0.0,171.6,1
order_11315,user_4436,2025-04-25,Colombia,mobile,social,Sneakers-Urban-42,Moda,2,455.22,0.0,910.44,2
order_11316,user_3706,2025-03-08,Argentina,mobile,organic,Tablet-Standard-64GB,Electronica,2,355.03,0.0,710.06,2
order_11317,user_1207,2025-05-23,Argentina,mobile,social,Phone-Pro-128GB,Electronica,1,55.72,10.0,45.72,1
order_11318,user_2097,2025-04-14,Argentina,mobile,organic,Jacket-Winter-M,Moda,1,443.51,10.0,433.51,1
order_11319,user_3854,2025-06-20,Mexico,mobile,paid_search,Laptop-Gaming-16GB,Electronica,2,430.17,0.0,860.34,2
order_11320,user_3849,2025-01-16,Argentina,mobile,social,Blender-XL-Red,Hogar,1,386.1,0.0,386.1,1
order_11321,user_866,2025-03-13,Argentina,mobile,organic,Phone-Pro-128GB,Electronica,1,250.07,0.0,250.07,1
order_11322,user_4738,2025-03-25,Mexico,desktop,social,Jacket-Winter-M,Moda,1,212.78,10.0,202.78,1
order_11323,user_671,2025-06-17,Argentina,desktop,organic,Vacuum-Pro-Black,Hogar,1,310.37,0.0,310.37,1
order_11324,user_5687,2025-05-31,Colombia,desktop,organic,Laptop-Gaming-16GB,Electronica,1,330.38,0.0,330.38,1
order_11325,user_3129,2025-04-27,Argentina,desktop,social,Jacket-Winter-M,Moda,1,92.18,0.0,92.18,1
order_11326,user_6995,2025-06-21,Colombia,mobile,paid_search,Sneakers-Urban-42,Moda,1,381.12,10.0,371.12,1
order_11327,user_3407,2025-01-21,Argentina,mobile,organic,Phone-Pro-128GB,Electronica,1,246.11,0.0,246.11,1
order_11328,user_1632,2025-05-01,Mexico,desktop,paid_search,Jacket-Winter-M,Moda,2,376.91,0.0,753.82,2
order_11329,user_4705,2025-01-12,Colombia,mobile,social,Blender-XL-Red,Hogar,2,404.84,0.0,809.68,2
order_11330,user_4723,2025-02-15,Argentina,mobile,paid_search,Vacuum-Pro-Black,Hogar,2,416.58,10.0,823.16,2
order_11331,user_6114,2025-04-18,Argentina,mobile,organic,Vacuum-Pro-Black,Hogar,2,396.93,10.0,783.86,2
order_11332,user_3115,2025-04-26,Argentina,desktop,social,Tablet-Standard-64GB,Electronica,2,455.09,0.0,910.18,2
order_11333,user_743,2025-05-08,Colombia,mobile,organic,Jacket-Winter-M,Moda,2,39.9,0.0,79.8,2
order_11334,user_2444,2025-03-09,Mexico,desktop,social,Phone-Pro-128GB,Electronica,2,155.04,0.0,310.08,2
order_11335,user_2510,2025-03-29,Mexico,desktop,paid_search,Sneakers-Urban-42,Moda,2,342.9,15.0,670.8,2
order_11336,user_3433,2025-01-01,Mexico,mobile,paid_search,Tablet-Standard-64GB,Electronica,2,112.76,0.0,225.52,2
order_11337,user_2749,2025-03-13,Argentina,desktop,social,Jacket-Winter-M,Moda,2,499.86,5.0,994.72,2
order_11338,user_2328,2025-01-12,Mexico,desktop,organic,Blender-XL-Red,Hogar,1,410.65,10.0,400.65,1
order_11339,user_1133,2025-06-29,Mexico,mobile,social,Laptop-Gaming-16GB,Electronica,1,26.98,0.0,26.98,1
order_11340,user_837,2025-04-23,Argentina,desktop,paid_search,Jacket-Winter-M,Moda,2,215.21,0.0,430.42,2
order_11341,user_5841,2025-02-25,Argentina,desktop,paid_search,Tablet-Standard-64GB,Electronica,1,164.37,0.0,164.37,1
order_11342,user_4751,2025-05-19,Mexico,desktop,paid_search,Vacuum-Pro-Black,Hogar,1,328.67,5.0,323.67,1
order_11343,user_6834,2025-03-30,Argentina,mobile,social,Tablet-Standard-64GB,Electronica,1,495.79,5.0,490.79,1
order_11344,user_4157,2025-03-29,Colombia,desktop,paid_search,Tablet-Standard-64GB,Electronica,1,354.56,0.0,354.56,1
order_11345,user_1867,2025-02-11,Colombia,desktop,organic,Jacket-Winter-M,Moda,1,196.33,0.0,196.33,1
order_11346,user_4279,2025-04-27,Colombia,mobile,paid_search,Blender-XL-Red,Hogar,2,376.43,0.0,752.86,2
order_11347,user_992,2025-05-30,Colombia,mobile,social,Blender-XL-Red,Hogar,1,53.73,15.0,38.73,1
order_11348,user_6777,2025-04-03,Argentina,mobile,social,Laptop-Gaming-16GB,Electronica,2,374.66,10.0,739.32,2
order_11349,user_1267,2025-03-18,Argentina,mobile,paid_search,Sneakers-Urban-42,Moda,1,370.46,0.0,370.46,1
